dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1997,17,1980,34.48731732418494,35.04615526272672,0.5588379385417781,0.01620415798911286
train,1998,1,1997,0.6223597158395504,0.3819942709384594,0.24036544490109102,0.38621626494005445
train,1998,2,1996,0.1921798215950749,0.23503025087567997,0.04285042928060506,0.222970491515329
train,1998,3,1995,0.2314518341182089,0.1490445804027217,0.08240725371548721,0.3560449370776793
train,1998,4,1994,0.5685665564513183,0.476221484100901,0.09234507235041728,0.16241734815818634
train,1998,5,1993,1.2232490655006116,1.0416874268952416,0.18156163860537,0.14842573252317828
train,1998,6,1992,1.2227743752086015,1.010325619590886,0.21244875561771548,0.17374321863859685
train,1998,7,1991,2.4285856391899423,1.8279024372712407,0.6006832019187016,0.24733869468107902
train,1998,8,1990,3.2010755582172843,2.629951351227034,0.5711242069902505,0.17841634681942267
train,1998,9,1989,3.6636059595564423,3.5624873541551456,0.10111860540129669,0.027600840952205365
train,1998,10,1988,5.928302226332451,4.307608674177779,1.6206935521546724,0.27338241038987016
train,1998,11,1987,7.237710744963029,6.100689967980797,1.137020776982232,0.15709674191848116
train,1998,12,1986,8.148108270768374,6.955678006241109,1.1924302645272649,0.1463444304986722
train,1998,13,1985,12.660323692245443,9.741861736389625,2.9184619558558182,0.23052032687309335
train,1998,14,1984,15.318096954394662,13.91535692721891,1.402740027175751,0.09157404025786783
train,1998,15,1983,19.854635692254977,17.98724964151259,1.867386050742386,0.09405289926678101
train,1998,16,1982,31.87835250730085,26.521388754045052,5.356963753255798,0.1680439336389409
train,1998,17,1981,35.30523752198539,33.47238124775338,1.8328562742320074,0.05191457140291418
train,1999,1,1998,0.623479114938388,0.6082563154526957,0.015222799485692384,0.024415893204654145
train,1999,2,1997,0.11879097569788631,0.18616192490078895,0.06737094920290264,0.5671386130683516
train,1999,3,1996,0.25509930591908064,0.22295182830024127,0.032147477618839376,0.1260194632944661
train,1999,4,1995,0.5885994687724178,0.5483916458784409,0.04020782289397684,0.068311007785593
train,1999,5,1994,1.200743258709678,1.177788404235449,0.02295485447422907,0.019117204537860408
train,1999,6,1993,2.1337401947190435,1.1732167863893508,0.9605234083296927,0.4501594949125087
train,1999,7,1992,2.1928338816103756,2.3228158545554862,0.1299819729451106,0.05927579559724562
train,1999,8,1991,2.5240307429036943,3.05345634280516,0.5294255999014656,0.20975402197050672
train,1999,9,1990,5.016842274450657,3.4881405692380354,1.528701705212622,0.30471392592857816
train,1999,10,1989,4.52370812207154,5.652266809586433,1.128558687514893,0.2494764598114352
train,1999,11,1988,5.796278430132523,6.914822331353933,1.1185439012214093,0.19297621994939992
train,1999,12,1987,8.436591106035333,7.808497663895668,0.6280934421396651,0.07444872392716387
train,1999,13,1986,13.223525157511515,12.16565439427308,1.0578707632384354,0.0799991492917031
train,1999,14,1985,16.561192201111666,14.759777297115122,1.8014149039965446,0.10877326234252124
train,1999,15,1984,21.733438479440974,19.1823736292374,2.5510648502035735,0.11737971663419339
train,1999,16,1983,27.70644529169306,30.863990140845647,3.157544849152586,0.1139642713422774
